name	taxonomy_id	taxonomy_lvl	ExtractionBlank_bracken_G.txt_num	ExtractionBlank_bracken_G.txt_frac	Serife-CON1_bracken_G.txt_num	Serife-CON1_bracken_G.txt_frac	Serife-CON2_bracken_G.txt_num	Serife-CON2_bracken_G.txt_frac	Serife-CON3_bracken_G.txt_num	Serife-CON3_bracken_G.txt_frac	Serife-CON4_bracken_G.txt_num	Serife-CON4_bracken_G.txt_frac	Serife-CON5_bracken_G.txt_num	Serife-CON5_bracken_G.txt_frac	Serife-CON6_bracken_G.txt_num	Serife-CON6_bracken_G.txt_frac	Serife-KD1_bracken_G.txt_num	Serife-KD1_bracken_G.txt_frac	Serife-KD2_bracken_G.txt_num	Serife-KD2_bracken_G.txt_frac	Serife-KD3_bracken_G.txt_num	Serife-KD3_bracken_G.txt_frac	Serife-KD4_bracken_G.txt_num	Serife-KD4_bracken_G.txt_frac	Serife-KD5_bracken_G.txt_num	Serife-KD5_bracken_G.txt_frac	Serife-KD6_bracken_G.txt_num	Serife-KD6_bracken_G.txt_frac	Serife-KD7_bracken_G.txt_num	Serife-KD7_bracken_G.txt_frac	Serife-KD8_bracken_G.txt_num	Serife-KD8_bracken_G.txt_frac	Serife-MMKD1_bracken_G.txt_num	Serife-MMKD1_bracken_G.txt_frac	Serife-MMKD2_bracken_G.txt_num	Serife-MMKD2_bracken_G.txt_frac	Serife-MMKD3_bracken_G.txt_num	Serife-MMKD3_bracken_G.txt_frac	Serife-MMKD4_bracken_G.txt_num	Serife-MMKD4_bracken_G.txt_frac	Serife-MMKD5_bracken_G.txt_num	Serife-MMKD5_bracken_G.txt_frac	Serife-MMKD6_bracken_G.txt_num	Serife-MMKD6_bracken_G.txt_frac	Serife-MMKD7_bracken_G.txt_num	Serife-MMKD7_bracken_G.txt_frac	Serife-MMKD8_bracken_G.txt_num	Serife-MMKD8_bracken_G.txt_frac	Serife-SCOP1_bracken_G.txt_num	Serife-SCOP1_bracken_G.txt_frac	Serife-SCOP2_bracken_G.txt_num	Serife-SCOP2_bracken_G.txt_frac	Serife-SCOP3_bracken_G.txt_num	Serife-SCOP3_bracken_G.txt_frac	Serife-SCOP4_bracken_G.txt_num	Serife-SCOP4_bracken_G.txt_frac	Serife-SCOP5_bracken_G.txt_num	Serife-SCOP5_bracken_G.txt_frac	Serife-SCOP6_bracken_G.txt_num	Serife-SCOP6_bracken_G.txt_frac
Gemmatirosa	1706036	G	2	0.00024	306	0.00007	88	0.00003	207	0.00004	206	0.00005	216	0.00004	226	0.00007	34	0.00003	30	0.00002	38	0.00001	110	0.00003	119	0.00002	170	0.00002	173	0.00001	178	0.00002	150	0.00003	137	0.00004	43	0.00003	221	0.00004	17	0.00002	45	0.00004	173	0.00004	74	0.00003	282	0.00008	61	0.00004	161	0.00003	407	0.00007	160	0.00005	398	0.00008
Klebsiella	570	G	93	0.01097	66630	0.01512	55502	0.02053	62790	0.01258	55013	0.01454	126451	0.02378	73240	0.02219	826	0.00072	834	0.00051	2243	0.00087	5399	0.00128	5226	0.00082	24714	0.00339	7905	0.00057	6533	0.00071	12006	0.00258	6750	0.00194	6262	0.00475	7820	0.00154	3954	0.00451	3500	0.00314	33340	0.00690	11858	0.00519	32800	0.00921	46042	0.03164	90249	0.01928	56027	0.00997	79825	0.02253	57183	0.01106
Raoultella	160674	G	1	0.00012	527	0.00012	474	0.00018	562	0.00011	506	0.00013	854	0.00016	485	0.00015	60	0.00005	69	0.00004	133	0.00005	273	0.00006	242	0.00004	198	0.00003	392	0.00003	296	0.00003	579	0.00012	401	0.00012	164	0.00012	798	0.00016	71	0.00008	90	0.00008	583	0.00012	265	0.00012	331	0.00009	355	0.00024	702	0.00015	621	0.00011	658	0.00019	570	0.00011
Escherichia	561	G	170	0.02005	8475	0.00192	7200	0.00266	17452	0.00350	8107	0.00214	21085	0.00397	9428	0.00286	9399	0.00816	16016	0.00979	29918	0.01157	94396	0.02243	39899	0.00628	16252	0.00223	564623	0.04072	92791	0.01008	15793	0.00339	10395	0.00298	7468	0.00566	20199	0.00398	1008	0.00115	2442	0.00219	18447	0.00382	4262	0.00187	14616	0.00410	6389	0.00439	12698	0.00271	13841	0.00246	16272	0.00459	10585	0.00205
Citrobacter	544	G	66	0.00779	3245	0.00074	2890	0.00107	3671	0.00074	2844	0.00075	4605	0.00087	2802	0.00085	494	0.00043	544	0.00033	1282	0.00050	1916	0.00046	3429	0.00054	3235	0.00044	4959	0.00036	3640	0.00040	2648	0.00057	2739	0.00079	977	0.00074	2696	0.00053	443	0.00051	807	0.00072	3063	0.00063	1496	0.00066	3190	0.00090	1742	0.00120	3864	0.00083	4972	0.00088	3073	0.00087	4251	0.00082
Enterobacter	547	G	3	0.00035	5648	0.00128	3423	0.00127	4690	0.00094	4342	0.00115	5441	0.00102	4167	0.00126	830	0.00072	570	0.00035	1193	0.00046	2779	0.00066	3069	0.00048	4437	0.00061	5232	0.00038	4103	0.00045	4617	0.00099	4045	0.00116	1645	0.00125	5423	0.00107	730	0.00083	1105	0.00099	6130	0.00127	6308	0.00276	4890	0.00137	2027	0.00139	5430	0.00116	8951	0.00159	5582	0.00158	5407	0.00105
Salmonella	590	G	3	0.00035	31727	0.00720	33124	0.01225	46095	0.00924	39375	0.01041	72294	0.01359	40416	0.01224	5451	0.00473	5720	0.00350	10861	0.00420	13295	0.00316	32539	0.00512	36561	0.00501	41072	0.00296	57237	0.00622	5596	0.00120	3703	0.00106	3429	0.00260	58466	0.01151	12660	0.01445	3794	0.00340	32791	0.00679	8424	0.00369	23941	0.00672	26155	0.01797	59839	0.01278	40584	0.00722	52070	0.01470	36947	0.00715
Scandinavium	2726810	G	1	0.00012	64	0.00001	57	0.00002	101	0.00002	108	0.00003	118	0.00002	65	0.00002	1	0.00000	5	0.00000	6	0.00000	28	0.00001	21	0.00000	21	0.00000	14	0.00000	28	0.00000	20	0.00000	23	0.00001	12	0.00001	18	0.00000	1	0.00000	7	0.00001	59	0.00001	12	0.00001	42	0.00001	61	0.00004	114	0.00002	67	0.00001	74	0.00002	72	0.00001
Buttiauxella	82976	G	1	0.00012	189	0.00004	74	0.00003	178	0.00004	163	0.00004	261	0.00005	119	0.00004	19	0.00002	25	0.00002	27	0.00001	98	0.00002	92	0.00001	125	0.00002	114	0.00001	128	0.00001	55	0.00001	57	0.00002	12	0.00001	122	0.00002	16	0.00002	19	0.00002	120	0.00002	63	0.00003	248	0.00007	72	0.00005	263	0.00006	323	0.00006	89	0.00003	230	0.00004
Pseudocitrobacter	1504576	G	1	0.00012	105	0.00002	91	0.00003	138	0.00003	97	0.00003	277	0.00005	142	0.00004	108	0.00009	70	0.00004	170	0.00007	125	0.00003	288	0.00005	294	0.00004	635	0.00005	483	0.00005	62	0.00001	35	0.00001	22	0.00002	94	0.00002	31	0.00004	13	0.00001	121	0.00003	32	0.00001	93	0.00003	101	0.00007	184	0.00004	115	0.00002	274	0.00008	182	0.00004
Pantoea	53335	G	3	0.00035	2619	0.00059	2123	0.00079	2480	0.00050	2591	0.00068	4224	0.00079	2521	0.00076	361	0.00031	387	0.00024	883	0.00034	1461	0.00035	1801	0.00028	2080	0.00029	3124	0.00023	2618	0.00028	1602	0.00034	1222	0.00035	590	0.00045	2376	0.00047	443	0.00051	440	0.00039	2639	0.00055	1042	0.00046	2112	0.00059	1662	0.00114	3677	0.00079	3064	0.00055	3154	0.00089	2767	0.00054
Erwinia	551	G	1	0.00012	1196	0.00027	1009	0.00037	1342	0.00027	1127	0.00030	2051	0.00039	1292	0.00039	162	0.00014	168	0.00010	404	0.00016	692	0.00016	831	0.00013	1022	0.00014	1916	0.00014	1181	0.00013	1392	0.00030	1350	0.00039	371	0.00028	1503	0.00030	175	0.00020	280	0.00025	1760	0.00036	672	0.00029	1436	0.00040	885	0.00061	2221	0.00047	2152	0.00038	1444	0.00041	1240	0.00024
Yersinia	629	G	2	0.00024	1296	0.00029	1200	0.00044	1326	0.00027	1416	0.00037	4063	0.00076	1753	0.00053	175	0.00015	227	0.00014	402	0.00016	525	0.00012	1014	0.00016	902	0.00012	2142	0.00015	1170	0.00013	1290	0.00028	739	0.00021	247	0.00019	885	0.00017	202	0.00023	207	0.00019	1182	0.00024	437	0.00019	797	0.00022	1422	0.00098	2258	0.00048	1118	0.00020	1860	0.00052	2104	0.00041
Serratia	613	G	1	0.00012	3178	0.00072	2223	0.00082	3040	0.00061	2542	0.00067	4032	0.00076	2596	0.00079	345	0.00030	397	0.00024	775	0.00030	1638	0.00039	2224	0.00035	2536	0.00035	3185	0.00023	3040	0.00033	2034	0.00044	1821	0.00052	850	0.00064	2750	0.00054	432	0.00049	420	0.00038	3349	0.00069	1114	0.00049	2095	0.00059	1444	0.00099	3050	0.00065	3558	0.00063	3394	0.00096	2732	0.00053
Dickeya	204037	G	1	0.00012	1397	0.00032	972	0.00036	1192	0.00024	1161	0.00031	1608	0.00030	942	0.00029	217	0.00019	255	0.00016	706	0.00027	852	0.00020	1163	0.00018	1357	0.00019	2827	0.00020	1697	0.00018	798	0.00017	848	0.00024	298	0.00023	1249	0.00025	225	0.00026	253	0.00023	1431	0.00030	602	0.00026	853	0.00024	532	0.00037	1247	0.00027	1383	0.00025	1116	0.00031	1757	0.00034
Gallaecimonas	745410	G	1	0.00012	771	0.00017	443	0.00016	542	0.00011	527	0.00014	882	0.00017	616	0.00019	65	0.00006	39	0.00002	91	0.00004	393	0.00009	380	0.00006	579	0.00008	509	0.00004	597	0.00006	333	0.00007	299	0.00009	185	0.00014	808	0.00016	112	0.00013	89	0.00008	727	0.00015	281	0.00012	449	0.00013	248	0.00017	431	0.00009	788	0.00014	605	0.00017	490	0.00009
Pseudomonas	286	G	31	0.00366	28787	0.00653	23458	0.00868	30150	0.00604	28812	0.00762	38789	0.00729	25400	0.00769	4158	0.00361	3833	0.00234	8476	0.00328	18741	0.00445	17528	0.00276	26421	0.00362	32557	0.00235	27459	0.00298	24051	0.00516	26842	0.00770	9920	0.00752	41893	0.00825	5130	0.00586	5813	0.00522	40485	0.00838	20728	0.00908	25270	0.00710	14340	0.00985	35409	0.00756	41370	0.00736	31342	0.00885	29524	0.00571
Stutzerimonas	2901164	G	5	0.00059	1406	0.00032	1018	0.00038	1426	0.00029	1281	0.00034	1611	0.00030	1230	0.00037	165	0.00014	162	0.00010	339	0.00013	1034	0.00025	909	0.00014	1336	0.00018	1225	0.00009	1363	0.00015	1272	0.00027	1039	0.00030	458	0.00035	1890	0.00037	194	0.00022	303	0.00027	1776	0.00037	815	0.00036	1238	0.00035	580	0.00040	1814	0.00039	2098	0.00037	1405	0.00040	1339	0.00026
Azotobacter	352	G	1	0.00012	262	0.00006	222	0.00008	193	0.00004	226	0.00006	248	0.00005	277	0.00008	28	0.00002	10	0.00001	48	0.00002	203	0.00005	91	0.00001	233	0.00003	157	0.00001	166	0.00002	181	0.00004	156	0.00004	124	0.00009	402	0.00008	51	0.00006	41	0.00004	394	0.00008	177	0.00008	198	0.00006	80	0.00005	186	0.00004	372	0.00007	268	0.00008	222	0.00004
Ectopseudomonas	3236654	G	1	0.00012	1313	0.00030	421	0.00016	581	0.00012	588	0.00016	917	0.00017	595	0.00018	109	0.00009	58	0.00004	279	0.00011	449	0.00011	428	0.00007	644	0.00009	940	0.00007	736	0.00008	421	0.00009	328	0.00009	224	0.00017	883	0.00017	102	0.00012	133	0.00012	788	0.00016	292	0.00013	525	0.00015	193	0.00013	623	0.00013	862	0.00015	700	0.00020	1615	0.00031
Metapseudomonas	3236656	G	1	0.00012	873	0.00020	664	0.00025	786	0.00016	673	0.00018	1520	0.00029	873	0.00026	67	0.00006	39	0.00002	139	0.00005	413	0.00010	221	0.00003	698	0.00010	367	0.00003	423	0.00005	670	0.00014	515	0.00015	225	0.00017	963	0.00019	114	0.00013	117	0.00010	951	0.00020	448	0.00020	653	0.00018	486	0.00033	1414	0.00030	955	0.00017	1021	0.00029	892	0.00017
Marinobacter	2742	G	1	0.00012	2647	0.00060	2057	0.00076	2406	0.00048	2216	0.00059	3937	0.00074	2395	0.00073	365	0.00032	474	0.00029	951	0.00037	1359	0.00032	1835	0.00029	2235	0.00031	3624	0.00026	2662	0.00029	1860	0.00040	1654	0.00047	648	0.00049	12507	0.00246	369	0.00042	383	0.00034	4551	0.00094	1009	0.00044	1967	0.00055	1323	0.00091	3164	0.00068	4013	0.00071	2737	0.00077	2773	0.00054
Stenotrophomonas	40323	G	11	0.00130	3402	0.00077	2277	0.00084	3379	0.00068	2959	0.00078	3656	0.00069	2615	0.00079	593	0.00051	377	0.00023	1270	0.00049	2462	0.00058	1941	0.00031	3392	0.00047	3596	0.00026	3321	0.00036	2129	0.00046	2675	0.00077	911	0.00069	3896	0.00077	427	0.00049	412	0.00037	3643	0.00075	1619	0.00071	2644	0.00074	1203	0.00083	2936	0.00063	4734	0.00084	3229	0.00091	2934	0.00057
Lysobacter	68	G	4	0.00047	1822	0.00041	1176	0.00043	1601	0.00032	1492	0.00039	1845	0.00035	1437	0.00044	223	0.00019	258	0.00016	523	0.00020	1253	0.00030	1169	0.00018	1613	0.00022	2405	0.00017	1887	0.00020	1584	0.00034	1106	0.00032	509	0.00039	2333	0.00046	348	0.00040	313	0.00028	2014	0.00042	1022	0.00045	1331	0.00037	523	0.00036	2765	0.00059	2343	0.00042	1791	0.00051	1480	0.00029
Xanthomonas	338	G	4	0.00047	3025	0.00069	2318	0.00086	3170	0.00064	2985	0.00079	3602	0.00068	2816	0.00085	367	0.00032	430	0.00026	817	0.00032	2164	0.00051	1654	0.00026	2886	0.00040	3145	0.00023	2678	0.00029	2658	0.00057	2825	0.00081	810	0.00061	4091	0.00081	588	0.00067	664	0.00060	3619	0.00075	1925	0.00084	2728	0.00077	1080	0.00074	4356	0.00093	4697	0.00084	2939	0.00083	2896	0.00056
Luteimonas	83614	G	3	0.00035	716	0.00016	476	0.00018	635	0.00013	637	0.00017	835	0.00016	530	0.00016	76	0.00007	58	0.00004	154	0.00006	460	0.00011	316	0.00005	594	0.00008	488	0.00004	507	0.00006	602	0.00013	502	0.00014	167	0.00013	899	0.00018	109	0.00012	115	0.00010	723	0.00015	392	0.00017	620	0.00017	185	0.00013	1115	0.00024	1001	0.00018	728	0.00021	738	0.00014
Pseudoxanthomonas	83618	G	2	0.00024	1167	0.00026	914	0.00034	1259	0.00025	1240	0.00033	1134	0.00021	971	0.00029	206	0.00018	145	0.00009	410	0.00016	1134	0.00027	983	0.00015	1525	0.00021	1290	0.00009	1337	0.00015	789	0.00017	838	0.00024	437	0.00033	1776	0.00035	176	0.00020	167	0.00015	1902	0.00039	662	0.00029	1047	0.00029	342	0.00024	859	0.00018	1906	0.00034	1145	0.00032	1062	0.00021
Thermomonas	141948	G	1	0.00012	376	0.00009	329	0.00012	370	0.00007	317	0.00008	587	0.00011	380	0.00012	50	0.00004	39	0.00002	89	0.00003	223	0.00005	153	0.00002	392	0.00005	237	0.00002	305	0.00003	258	0.00006	304	0.00009	78	0.00006	376	0.00007	51	0.00006	54	0.00005	409	0.00008	139	0.00006	318	0.00009	224	0.00015	494	0.00011	641	0.00011	479	0.00014	380	0.00007
Pseudolysobacter	2709666	G	1	0.00012	20	0.00000	24	0.00001	56	0.00001	49	0.00001	29	0.00001	22	0.00001	6	0.00001	3	0.00000	5	0.00000	12	0.00000	16	0.00000	13	0.00000	15	0.00000	13	0.00000	25	0.00001	15	0.00000	4	0.00000	24	0.00000	3	0.00000	4	0.00000	48	0.00001	11	0.00000	132	0.00004	13	0.00001	27	0.00001	154	0.00003	42	0.00001	168	0.00003
Dyella	231454	G	3	0.00035	663	0.00015	586	0.00022	826	0.00017	714	0.00019	828	0.00016	694	0.00021	125	0.00011	70	0.00004	224	0.00009	510	0.00012	547	0.00009	626	0.00009	900	0.00006	709	0.00008	678	0.00015	476	0.00014	238	0.00018	1223	0.00024	92	0.00011	123	0.00011	958	0.00020	368	0.00016	596	0.00017	304	0.00021	489	0.00010	867	0.00015	763	0.00022	592	0.00011
Luteibacter	242605	G	1	0.00012	676	0.00015	448	0.00017	688	0.00014	538	0.00014	775	0.00015	513	0.00016	76	0.00007	91	0.00006	153	0.00006	341	0.00008	257	0.00004	433	0.00006	603	0.00004	413	0.00004	396	0.00009	343	0.00010	156	0.00012	959	0.00019	69	0.00008	116	0.00010	754	0.00016	246	0.00011	500	0.00014	201	0.00014	365	0.00008	722	0.00013	638	0.00018	658	0.00013
Dokdonella	323413	G	1	0.00012	78	0.00002	72	0.00003	80	0.00002	78	0.00002	99	0.00002	73	0.00002	7	0.00001	3	0.00000	7	0.00000	28	0.00001	26	0.00000	57	0.00001	62	0.00000	74	0.00001	26	0.00001	23	0.00001	17	0.00001	57	0.00001	3	0.00000	5	0.00000	113	0.00002	40	0.00002	51	0.00001	41	0.00003	64	0.00001	89	0.00002	64	0.00002	49	0.00001
Tahibacter	1453544	G	1	0.00012	180	0.00004	119	0.00004	109	0.00002	166	0.00004	154	0.00003	116	0.00004	27	0.00002	38	0.00002	31	0.00001	108	0.00003	79	0.00001	151	0.00002	96	0.00001	125	0.00001	96	0.00002	136	0.00004	37	0.00003	190	0.00004	29	0.00003	30	0.00003	285	0.00006	82	0.00004	124	0.00003	59	0.00004	109	0.00002	262	0.00005	146	0.00004	158	0.00003
Acinetobacter	469	G	16	0.00189	6389	0.00145	4149	0.00153	6386	0.00128	5068	0.00134	10719	0.00202	5726	0.00173	829	0.00072	834	0.00051	1336	0.00052	2814	0.00067	4182	0.00066	4667	0.00064	5481	0.00040	5350	0.00058	3946	0.00085	3404	0.00098	1088	0.00082	3903	0.00077	734	0.00084	922	0.00083	3960	0.00082	1768	0.00077	4165	0.00117	4119	0.00283	8294	0.00177	6395	0.00114	6161	0.00174	6193	0.00120
Moraxella	475	G	12	0.00142	991	0.00022	535	0.00020	1168	0.00023	761	0.00020	1604	0.00030	866	0.00026	203	0.00018	235	0.00014	327	0.00013	671	0.00016	1024	0.00016	877	0.00012	1525	0.00011	996	0.00011	438	0.00009	454	0.00013	148	0.00011	681	0.00013	156	0.00018	156	0.00014	729	0.00015	346	0.00015	661	0.00019	594	0.00041	1150	0.00025	938	0.00017	945	0.00027	880	0.00017
Flagellatimonas	2893022	G	4	0.00047	98	0.00002	62	0.00002	66	0.00001	83	0.00002	84	0.00002	81	0.00002	14	0.00001	22	0.00001	28	0.00001	78	0.00002	48	0.00001	106	0.00001	54	0.00000	81	0.00001	119	0.00003	68	0.00002	30	0.00002	203	0.00004	5	0.00001	24	0.00002	149	0.00003	52	0.00002	47	0.00001	16	0.00001	104	0.00002	97	0.00002	86	0.00002	85	0.00002
Sinimarinibacterium	1861863	G	1	0.00012	133	0.00003	140	0.00005	155	0.00003	107	0.00003	316	0.00006	135	0.00004	31	0.00003	14	0.00001	8	0.00000	108	0.00003	117	0.00002	122	0.00002	152	0.00001	158	0.00002	27	0.00001	47	0.00001	22	0.00002	58	0.00001	8	0.00001	13	0.00001	123	0.00003	47	0.00002	86	0.00002	103	0.00007	257	0.00005	138	0.00002	248	0.00007	163	0.00003
Haemophilus	724	G	5	0.00059	1124	0.00025	897	0.00033	1083	0.00022	861	0.00023	2714	0.00051	1191	0.00036	173	0.00015	185	0.00011	239	0.00009	379	0.00009	849	0.00013	1068	0.00015	1316	0.00009	1239	0.00013	245	0.00005	205	0.00006	126	0.00010	467	0.00009	128	0.00015	141	0.00013	646	0.00013	177	0.00008	557	0.00016	974	0.00067	1632	0.00035	880	0.00016	1425	0.00040	1109	0.00021
Aeromonas	642	G	4	0.00047	7475	0.00170	6359	0.00235	7483	0.00150	6929	0.00183	12920	0.00243	7800	0.00236	885	0.00077	1135	0.00069	2230	0.00086	4330	0.00103	5270	0.00083	8089	0.00111	7123	0.00051	8360	0.00091	6150	0.00132	6454	0.00185	2051	0.00155	6977	0.00137	1189	0.00136	1185	0.00106	8119	0.00168	3486	0.00153	6018	0.00169	4778	0.00328	11084	0.00237	9276	0.00165	9102	0.00257	7689	0.00149
Succinivibrio	83770	G	1	0.00012	7287	0.00165	7650	0.00283	6851	0.00137	6196	0.00164	23601	0.00444	11113	0.00337	35	0.00003	45	0.00003	194	0.00008	178	0.00004	209	0.00003	472	0.00006	627	0.00005	321	0.00003	315	0.00007	176	0.00005	354	0.00027	551	0.00011	482	0.00055	104	0.00009	2068	0.00043	333	0.00015	2992	0.00084	10087	0.00693	16542	0.00353	4104	0.00073	12757	0.00360	7260	0.00140
Ferrimonas	44011	G	3	0.00035	611	0.00014	546	0.00020	593	0.00012	596	0.00016	1139	0.00021	720	0.00022	55	0.00005	73	0.00004	81	0.00003	405	0.00010	387	0.00006	531	0.00007	677	0.00005	601	0.00007	370	0.00008	420	0.00012	137	0.00010	461	0.00009	78	0.00009	70	0.00006	532	0.00011	267	0.00012	483	0.00014	437	0.00030	776	0.00017	759	0.00014	770	0.00022	603	0.00012
Shewanella	22	G	2	0.00024	6031	0.00137	5064	0.00187	6110	0.00122	4973	0.00131	12988	0.00244	7206	0.00218	545	0.00047	751	0.00046	1239	0.00048	2206	0.00052	3071	0.00048	3204	0.00044	5411	0.00039	4515	0.00049	2385	0.00051	2150	0.00062	745	0.00056	3302	0.00065	805	0.00092	667	0.00060	3772	0.00078	1523	0.00067	3380	0.00095	5357	0.00368	10193	0.00218	4803	0.00085	8245	0.00233	6113	0.00118
Halomonas	2745	G	2	0.00024	4218	0.00096	3358	0.00124	4021	0.00081	3904	0.00103	5817	0.00109	4046	0.00123	509	0.00044	476	0.00029	1241	0.00048	2695	0.00064	2205	0.00035	3936	0.00054	4109	0.00030	3371	0.00037	3223	0.00069	2944	0.00085	1273	0.00096	4596	0.00091	707	0.00081	703	0.00063	5168	0.00107	2186	0.00096	3472	0.00097	2222	0.00153	5198	0.00111	5802	0.00103	4795	0.00135	4164	0.00081
Pistricoccus	1897649	G	1	0.00012	71	0.00002	53	0.00002	92	0.00002	101	0.00003	113	0.00002	74	0.00002	8	0.00001	9	0.00001	28	0.00001	28	0.00001	36	0.00001	63	0.00001	69	0.00000	50	0.00001	40	0.00001	39	0.00001	20	0.00002	53	0.00001	15	0.00002	18	0.00002	65	0.00001	23	0.00001	79	0.00002	59	0.00004	117	0.00002	133	0.00002	94	0.00003	151	0.00003
Bermanella	599651	G	1	0.00012	140	0.00003	135	0.00005	151	0.00003	133	0.00004	369	0.00007	185	0.00006	19	0.00002	20	0.00001	77	0.00003	93	0.00002	79	0.00001	69	0.00001	194	0.00001	98	0.00001	24	0.00001	42	0.00001	25	0.00002	93	0.00002	11	0.00001	7	0.00001	105	0.00002	51	0.00002	71	0.00002	112	0.00008	277	0.00006	81	0.00001	218	0.00006	134	0.00003
Gynuella	1445504	G	1	0.00012	96	0.00002	105	0.00004	137	0.00003	84	0.00002	197	0.00004	112	0.00003	44	0.00004	36	0.00002	78	0.00003	96	0.00002	172	0.00003	85	0.00001	349	0.00003	189	0.00002	23	0.00000	28	0.00001	12	0.00001	34	0.00001	17	0.00002	17	0.00002	54	0.00001	12	0.00001	53	0.00001	80	0.00005	175	0.00004	70	0.00001	123	0.00003	109	0.00002
Methylomarinovum	1486720	G	2	0.00024	257	0.00006	209	0.00008	220	0.00004	280	0.00007	280	0.00005	181	0.00005	59	0.00005	79	0.00005	117	0.00005	258	0.00006	439	0.00007	451	0.00006	545	0.00004	561	0.00006	138	0.00003	176	0.00005	73	0.00006	366	0.00007	54	0.00006	29	0.00003	338	0.00007	120	0.00005	161	0.00005	72	0.00005	279	0.00006	350	0.00006	281	0.00008	287	0.00006
Methylococcus	413	G	1	0.00012	729	0.00017	645	0.00024	905	0.00018	820	0.00022	956	0.00018	690	0.00021	105	0.00009	65	0.00004	302	0.00012	565	0.00013	422	0.00007	609	0.00008	1149	0.00008	623	0.00007	618	0.00013	569	0.00016	205	0.00016	1009	0.00020	116	0.00013	148	0.00013	1032	0.00021	406	0.00018	663	0.00019	324	0.00022	767	0.00016	1152	0.00020	782	0.00022	715	0.00014
Allofrancisella	1869285	G	1	0.00012	50	0.00001	11	0.00000	46	0.00001	24	0.00001	27	0.00001	38	0.00001	5	0.00000	6	0.00000	5	0.00000	14	0.00000	8	0.00000	17	0.00000	19	0.00000	12	0.00000	87	0.00002	40	0.00001	6	0.00000	127	0.00003	6	0.00001	6	0.00001	48	0.00001	15	0.00001	15	0.00000	8	0.00001	28	0.00001	24	0.00000	43	0.00001	32	0.00001
Thiorhodovibrio	61593	G	1	0.00012	404	0.00009	272	0.00010	395	0.00008	343	0.00009	426	0.00008	317	0.00010	22	0.00002	45	0.00003	125	0.00005	179	0.00004	130	0.00002	201	0.00003	424	0.00003	233	0.00003	239	0.00005	178	0.00005	92	0.00007	425	0.00008	80	0.00009	70	0.00006	473	0.00010	342	0.00015	275	0.00008	113	0.00008	1155	0.00025	416	0.00007	316	0.00009	280	0.00005
Guyparkeria	2035712	G	1	0.00012	160	0.00004	193	0.00007	222	0.00004	202	0.00005	252	0.00005	165	0.00005	33	0.00003	22	0.00001	123	0.00005	140	0.00003	43	0.00001	101	0.00001	285	0.00002	116	0.00001	146	0.00003	99	0.00003	58	0.00004	302	0.00006	21	0.00002	15	0.00001	286	0.00006	131	0.00006	164	0.00005	91	0.00006	199	0.00004	283	0.00005	200	0.00006	182	0.00004
Candidatus Thioglobus	655184	G	2	0.00024	44	0.00001	23	0.00001	57	0.00001	50	0.00001	35	0.00001	44	0.00001	11	0.00001	10	0.00001	10	0.00000	34	0.00001	53	0.00001	78	0.00001	52	0.00000	64	0.00001	102	0.00002	48	0.00001	4	0.00000	84	0.00002	9	0.00001	12	0.00001	51	0.00001	7	0.00000	50	0.00001	30	0.00002	41	0.00001	160	0.00003	45	0.00001	71	0.00001
Bradyrhizobium	374	G	268	0.03161	6976	0.00158	5010	0.00185	6984	0.00140	6430	0.00170	7319	0.00138	5285	0.00160	1239	0.00108	946	0.00058	1807	0.00070	5290	0.00126	5265	0.00083	7126	0.00098	6735	0.00049	6591	0.00072	5461	0.00117	4900	0.00141	2033	0.00154	7401	0.00146	1141	0.00130	1305	0.00117	7597	0.00157	3667	0.00161	6114	0.00172	2472	0.00170	7886	0.00168	10698	0.00190	6732	0.00190	6948	0.00134
Rhodopseudomonas	1073	G	2	0.00024	933	0.00021	622	0.00023	936	0.00019	846	0.00022	873	0.00016	719	0.00022	61	0.00005	55	0.00003	189	0.00007	477	0.00011	345	0.00005	732	0.00010	498	0.00004	675	0.00007	605	0.00013	570	0.00016	273	0.00021	958	0.00019	193	0.00022	152	0.00014	1044	0.00022	546	0.00024	1211	0.00034	271	0.00019	709	0.00015	1957	0.00035	826	0.00023	770	0.00015
Rhizobium	379	G	4	0.00047	4704	0.00107	3436	0.00127	5113	0.00102	4391	0.00116	4759	0.00089	3741	0.00113	479	0.00042	603	0.00037	1294	0.00050	2977	0.00071	2479	0.00039	3823	0.00052	5812	0.00042	4000	0.00043	3518	0.00076	3039	0.00087	1288	0.00098	5274	0.00104	872	0.00100	908	0.00081	5386	0.00112	2427	0.00106	5095	0.00143	1775	0.00122	4921	0.00105	8113	0.00144	4478	0.00126	4647	0.00090
Agrobacterium	357	G	3	0.00035	3565	0.00081	2671	0.00099	3865	0.00077	3565	0.00094	4091	0.00077	2714	0.00082	558	0.00048	467	0.00029	869	0.00034	2540	0.00060	1979	0.00031	2809	0.00039	3320	0.00024	2731	0.00030	2864	0.00061	2622	0.00075	805	0.00061	3861	0.00076	735	0.00084	876	0.00079	3993	0.00083	1869	0.00082	2927	0.00082	1075	0.00074	3629	0.00078	4542	0.00081	3243	0.00092	4012	0.00078
